cortellis_condition,icd9,icd9_category,icd9_sub_chapter,icd9_chapter,malignant_not_specified
hyperammonemia,270,Disorders of amino-acid transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
homocystinuria,270,Disorders of amino-acid transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
nephropathic cystinosis,270,Disorders of amino-acid transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
ocular cystinosis,270,Disorders of amino-acid transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
alkaptonuria,270,Disorders of amino-acid transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
fatty acid oxidation disorder,270,Disorders of amino-acid transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
carbamoyl phosphate synthase i deficiency,270,Disorders of amino-acid transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
glutaric aciduria,270,Disorders of amino-acid transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
carbohydrate metabolism disorder,271,Disorders of carbohydrate transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
glycogen storage disease,271,Disorders of carbohydrate transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
storage disease,271,Disorders of carbohydrate transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hyperoxaluria,271,Disorders of carbohydrate transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
pompes disease,271,Disorders of carbohydrate transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
andersen disease,271,Disorders of carbohydrate transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
alpha mannosidosis,271,Disorders of carbohydrate transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
galactosemia,271,Disorders of carbohydrate transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
lactose intolerance,271,Disorders of carbohydrate transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
sucrase isomaltase deficiency,271,Disorders of carbohydrate transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
glycogen storage disease 1a,271,Disorders of carbohydrate transport and metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
gaucher disease,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hypercholesterolemia,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hyperlipidemia,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
niemann pick disease,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
cholesterol metabolism disorder,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
lipid metabolism disorder,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
lysosome storage disease,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
fabry disease,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hyperlipoproteinemia,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
proteinosis,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
lecithin cholesterol acetyltransferase deficiency,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hypertriglyceridemia,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
gauchers disease type i,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
gauchers disease type iii,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
sitosterolemia,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
lipoprotein lipase deficiency,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
lipodystrophy,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hiv-associated lipodystrophy,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
niemann pick disease type b,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
niemann pick disease type c1,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
familial hypercholesterolemia,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
cerebrotendinous xanthomatosis,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
cholesteryl ester storage disease,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hyperlipoproteinemia type i,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hyperlipoproteinemia type iii,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
niemann pick disease type c,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
lysosomal acid lipase deficiency,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hypoalphalipoproteinemia,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
wolman disease,272,Disorders of lipoid metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
macroglobulinemia,273,Disorders of plasma protein metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
alpha-1 antitrypsin deficiency,273,Disorders of plasma protein metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
paraproteinemia,273,Disorders of plasma protein metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
cryoglobulinemia,273,Disorders of plasma protein metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hypoalbuminemia,273,Disorders of plasma protein metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hypogelsolinemia,273,Disorders of plasma protein metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
gout,274,Gout,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hypercalcemia,275,Disorders of mineral metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hypocalcemia,275,Disorders of mineral metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hyperphosphatemia,275,Disorders of mineral metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
calcium metabolism disorder,275,Disorders of mineral metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
iron metabolism disorder,275,Disorders of mineral metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
iron overload,275,Disorders of mineral metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hypophosphatemia,275,Disorders of mineral metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hemochromatosis,275,Disorders of mineral metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
calciphylaxis,275,Disorders of mineral metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
wilson disease,275,Disorders of mineral metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
copper metabolism disorder,275,Disorders of mineral metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
x linked dominant hypophosphatemic rickets,275,Disorders of mineral metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hypophosphatasia,275,Disorders of mineral metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
acidosis,276,"Disorders of fluid, electrolyte, and acid-base balance",Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hyponatremia,276,"Disorders of fluid, electrolyte, and acid-base balance",Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hypovolemia,276,"Disorders of fluid, electrolyte, and acid-base balance",Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hyperkalemia,276,"Disorders of fluid, electrolyte, and acid-base balance",Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hypernatremia,276,"Disorders of fluid, electrolyte, and acid-base balance",Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
cystic fibrosis,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hereditary angioedema,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hyperbilirubinemia,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
lesch nyhan syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
inborn error of metabolism,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
metabolic disorder,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
x-linked genetic disorder,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
amyloidosis,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
progestogen deficiency,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
syndrome x,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
adrenoleukodystrophy,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
mucopolysaccharidosis,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
mucopolysaccharidosis type i,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hurler syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
hunter syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
sanfilippo syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0
