cortellis_condition,icd9,icd9_category,icd9_sub_chapter,icd9_chapter,malignant_not_specified
hunter syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
sanfilippo syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
morquio syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
maroteaux-lamy syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
sly syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
enzyme deficiency,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
crigler-najjar syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
adenosine deaminase deficiency,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
insulin resistance,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
mitochondrial disease,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
mitochondrial encephalomyopathy,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
melas syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
hepatic porphyria,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
tumor lysis syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",1
acute intermittent porphyria,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
adrenomyeloneuropathy,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
cerebral amyloid angiopathy,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
familial mediterranean fever,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
metabolic syndrome x,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
al amyloidosis,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
carnitine palmitoyltransferase deficiency,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
molybdenum cofactor deficiency,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
erythropoietic protoporphyria,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
scheie syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
porphyria cutanea tarda,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
porphyria,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
peroxisome disease,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
morquio disease,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
mitochondrial myopathy,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
kearns syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
hurler-scheie syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
gilbert syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
fatty acid metabolism disorder,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
fanconi albertini zellweger syndrome,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
eosinophilic granuloma,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
enzyme metabolism disorder,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
chondrodysplasia punctata,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
carnitine palmitoyltransferase 2 deficiency,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
carnitine palmitoyltransferase 1 deficiency,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
amyloid polyneuropathy,277,Other and unspecified disorders of metabolism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
obesity,278,"Overweight, obesity and other hyperalimentation",Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
obesity hypoventilation syndrome,278,"Overweight, obesity and other hyperalimentation",Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
autoimmune disease,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
immune disorder,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
immune deficiency,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
autosomal recessive disorder,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
graft versus host disease,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
wiskott-aldrich syndrome,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
agammaglobulinemia,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
immunoglobulin g deficiency,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
common variable immunodeficiency,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
severe combined immunodeficiency syndrome,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
hypogammaglobulinemia,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
immunoglobulin a deficiency,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
digeorge syndrome,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
combined immunodeficiency,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
brutons disease,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
autoinflammatory disease,279,Disorders involving the immune mechanism,Other Metabolic And Immunity Disorders,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",
iron deficiency anemia,280,Iron deficiency anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
folic acid deficiency,281,Other deficiency anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
vitamin b12 deficiency,281,Other deficiency anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
pernicious anemia,281,Other deficiency anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
megaloblastic anemia,281,Other deficiency anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
hemolytic anemia,282,Hereditary hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
sickle cell anemia,282,Hereditary hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
thalassemia,282,Hereditary hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
hemoglobinopathy,282,Hereditary hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
beta thalassemia,282,Hereditary hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
thalassemia intermedia,282,Hereditary hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
thalassemia major,282,Hereditary hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
sickle cell crisis,282,Hereditary hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
sickle beta 0 thalassemia,282,Hereditary hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
spherocytosis,282,Hereditary hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
dactylitis,282,Hereditary hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
alpha thalassemia,282,Hereditary hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
hemolytic uremic syndrome,283,Acquired hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
plasmodium falciparum infection,283,Acquired hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
plasmodium infection,283,Acquired hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
paroxysmal nocturnal hemoglobinuria,283,Acquired hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
autoimmune hemolytic anemia,283,Acquired hemolytic anemias,Diseases Of The Blood And Blood-Forming Organs,Diseases Of The Blood And Blood-Forming Organs,
