DrugID|Name|Code
80844|ANTIPROTOZOALS AND ANTHELMINTICS|P1
80843|ANTIVIRALS FOR SYSTEMIC USE|J5
80841|B2-STIMULANTS|R3A
80840|ANTIVIRALS FOR SYSTEMIC USE|J5
80838|SYSTEMIC ANTIBACTERIALS|J1
80836|ANALGESICS|N2
80834|FIBRINOLYTICS|B1D
80833|ANTI-EPILEPTICS|N3A
80833|ANTIPSYCHOTICS|N5A
80832|ANALGESICS|N2
80827|ANTIVIRALS FOR SYSTEMIC USE|J5
80826|HUMAN INSULINS AND ANALOGUES|A10C
80826|Human insulins and analogues, intermediate-acting|A10C2
80824|SYSTEMIC ANTIBACTERIALS|J1
80823|ANTIVIRALS FOR SYSTEMIC USE|J5
80822|DRUGS USED IN DIABETES|A10
80822|HUMAN INSULINS AND ANALOGUES|A10C
80822|Human insulins and analogues, long-acting|A10C5
80819|HYPNOTICS/SEDATIVES|N5B
80819|TRANQUILLISERS|N5C
80814|RADIODIAGNOSTIC AGENTS|T1G
80813|Factors II, VII, IX and X|B2D2
80812|Factor VIII|B2D1
80811|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
80810|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
80803|ANTIVIRALS FOR SYSTEMIC USE|J5
80800|ANDROGENS, EXCLUDING G3E, G3F|G3B
80796|SYSTEMIC ANTIBACTERIALS|J1
80796|CEPHALOSPORINS|J1D
80787|TRANQUILLISERS|N5C
80786|ANTIVIRALS FOR SYSTEMIC USE|J5
80784|GROWTH HORMONES|H4C
80783|ANTIPSYCHOTICS|N5A
80776|DRUGS USED IN DIABETES|A10
80776|HUMAN INSULINS AND ANALOGUES|A10C
80776|Human insulins and analogues, fast-acting|A10C1
80775|DRUGS USED IN DIABETES|A10
80775|HUMAN INSULINS AND ANALOGUES|A10C
80775|Human insulins and analogues, fast-acting|A10C1
80772|SYSTEMIC ANTIBACTERIALS|J1
80761|ANTI-EPILEPTICS|N3A
80759|ANTI-GOUT PREPARATIONS|M4
80759|ANALGESICS|N2
80757|ANTIVIRALS FOR SYSTEMIC USE|J5
80753|TOPICAL ANTI-ACNE PREPARATIONS|D10A
80752|ANALGESICS|N2
80748|ANTIVIRALS FOR SYSTEMIC USE|J5
80740|DRUGS USED IN DIABETES|A10
80737|Interferons, beta|L3B2
80736|Interferons, beta|L3B2
80735|Interferons, beta|L3B2
80730|SYSTEMIC ANTIBACTERIALS|J1
80727|CARDIOVASCULAR SYSTEM|C
80723|OPHTHALMOLOGICALS|S1
80718|ANALGESICS|N2
80717|ANTIVIRALS FOR SYSTEMIC USE|J5
80705|OESTROGENS, EXCLUDING G3A, G3E, G3F|G3C
80705|PROGESTOGENS, EXCLUDING G3A, G3F|G3D
80705|ANALGESICS|N2
80690|ANALGESICS|N2
80689|RESPIRATORY SYSTEM|R
80688|ANTIVIRALS FOR SYSTEMIC USE|J5
80685|CENTRAL NERVOUS SYSTEM|N
80685|NOOTROPICS|N6D
80684|MUSCLE RELAXANTS|M3
80684|ANTI-EPILEPTICS|N3
80683|TRANQUILLISERS|N5C
80683|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
80683|SSRI antidepressants|N6A4
80681|SYSTEMIC ANTIBACTERIALS|J1
80678|SYSTEMIC ANTIBACTERIALS|J1
80678|CEPHALOSPORINS|J1D
80676|SYSTEMIC ANTIBACTERIALS|J1
80671|TRANQUILLISERS|N5C
80671|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
80667|PARASITOLOGY|P
80667|ANTI-MALARIALS|P1D
80665|ANTIVIRALS FOR SYSTEMIC USE|J5
80657|ANTIVIRALS FOR SYSTEMIC USE|J5
80653|ANTI-EPILEPTICS|N3A
80647|ANTIVIRALS FOR SYSTEMIC USE|J5
80644|ALKYLATING AGENTS|L1A
80639|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
80636|CALCITONINS|H4A
80632|CARDIAC THERAPY|C1
80631|CARDIOVASCULAR SYSTEM|C
80630|GROWTH HORMONES|H4C
80629|CARDIOVASCULAR SYSTEM|C
80628|ANTIVIRALS FOR SYSTEMIC USE|J5
80625|CARDIOVASCULAR SYSTEM|C
80622|ANTIVIRALS FOR SYSTEMIC USE|J5
80622|Interferons, alpha|L3B1
80618|FIBRINOLYTICS|B1D
80613|Factors II, VII, IX and X|B2D2
80612|Factors II, VII, IX and X|B2D2
80610|ANTIVIRALS FOR SYSTEMIC USE|J5
80609|ANALGESICS|N2
80608|CARDIOVASCULAR SYSTEM|C
80608|RESPIRATORY SYSTEM|R
80607|SYSTEMIC ANTIBACTERIALS|J1
80590|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
80590|SSRI antidepressants|N6A4
80590|SRNI antidepressants|N6A5
80588|ANTIPSYCHOTICS|N5A
80575|Colony-stimulating factors|L3A1
80572|ANTIVIRALS FOR SYSTEMIC USE|J5
80570|IMMUNOSTIMULATING AGENTS|L3
80568|SYSTEMIC ANTIBACTERIALS|J1
80566|VACCINES|J7
80564|VACCINES|J7
80563|SYSTEMIC ANTIBACTERIALS|J1
80558|SYSTEMIC ANTIBACTERIALS|J1
80557|SYSTEMIC ANTIBACTERIALS|J1
80556|WOUND HEALING AGENTS|D3
80555|ANTIVIRALS FOR SYSTEMIC USE|J5
80553|IMMUNOSTIMULATING AGENTS|L3
80551|ANTIVIRALS FOR SYSTEMIC USE|J5
80548|SYSTEMIC ANTIBACTERIALS|J1
80535|DPP-IV inhibitor antidiabetics|A10B6
80527|Interferons, beta|L3B2
80524|Interferons, alpha|L3B1
80514|Factor VIII|B2D1
80513|GROWTH HORMONES|H4C
80511|GROWTH HORMONES|H4C
80506|IMMUNOSUPPRESSIVE AGENTS|L4
80503|IMMUNOSUPPRESSIVE AGENTS|L4
80495|ANTIVIRALS FOR SYSTEMIC USE|J5
80488|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
80483|SYSTEMIC ANTIBACTERIALS|J1
80482|ANALGESICS|N2
80481|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
80481|CARDIOVASCULAR SYSTEM|C
80481|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
80480|OPHTHALMOLOGICALS|S1
80480|Ocular antineovascularisation products|S1P
80477|PLATELET AGGREGATION INHIBITORS|B1C
80477|GP IIb/IIIa (glycoprotein) antagonist platelet aggregation inhibitors|B1C3
80476|IMMUNOSUPPRESSIVE AGENTS|L4
80474|ANTIVIRALS FOR SYSTEMIC USE|J5
80472|FIBRINOLYTICS|B1D
80467|SYSTEMIC ANTIBACTERIALS|J1
80465|FIBRINOLYTICS|B1D
80465|CARDIOVASCULAR SYSTEM|C
80464|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
80463|ANTIVIRALS FOR SYSTEMIC USE|J5
80463|IMMUNOSTIMULATING AGENTS|L3
80462|SYSTEMIC ANTIBACTERIALS|J1
80462|CEPHALOSPORINS|J1D
80461|ANTIVIRALS FOR SYSTEMIC USE|J5
80460|ANTIVIRALS FOR SYSTEMIC USE|J5
80459|ANTIVIRALS FOR SYSTEMIC USE|J5
80458|SYSTEMIC ANTIBACTERIALS|J1
80453|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
80451|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
80449|Interferons, beta|L3B2
80447|ANTIVIRALS FOR SYSTEMIC USE|J5
80446|ANTIVIRALS FOR SYSTEMIC USE|J5
80442|ANTIVIRALS FOR SYSTEMIC USE|J5
80438|Factors II, VII, IX and X|B2D2
80437|Factor VIII|B2D1
80436|ANTIVIRALS FOR SYSTEMIC USE|J5
80434|ANTIVIRALS FOR SYSTEMIC USE|J5
80433|ANTIVIRALS FOR SYSTEMIC USE|J5
80429|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
80429|DRUGS USED IN DIABETES|A10
80426|ANTIVIRALS FOR SYSTEMIC USE|J5
80416|ANTIVIRALS FOR SYSTEMIC USE|J5
80405|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
80405|IMMUNOSUPPRESSIVE AGENTS|L4
80401|FIBRINOLYTICS|B1D
80398|CARDIOVASCULAR SYSTEM|C
80396|ANTIVIRALS FOR SYSTEMIC USE|J5
80393|FIBRINOLYTICS|B1D
80393|CARDIOVASCULAR SYSTEM|C
80391|ANTIVIRALS FOR SYSTEMIC USE|J5
80385|WOUND HEALING AGENTS|D3
80382|FIBRINOLYTICS|B1D
80376|CENTRAL NERVOUS SYSTEM|N
80371|ANTIVIRALS FOR SYSTEMIC USE|J5
80368|ANTIHYPERTENSIVES|C2
80366|ANTIEMETICS AND ANTINAUSEANTS|A4
80365|DRUGS USED IN DIABETES|A10
80364|ANTIVIRALS FOR SYSTEMIC USE|J5
80362|DRUGS USED IN DIABETES|A10
80359|DRUGS USED IN DIABETES|A10
80359|HUMAN INSULINS AND ANALOGUES|A10C
80359|Human insulins and analogues, long-acting|A10C5
80353|ANTIVIRALS FOR SYSTEMIC USE|J5
80343|ANTIVIRALS FOR SYSTEMIC USE|J5
80339|ANALGESICS|N2
80338|ANTIVIRALS FOR SYSTEMIC USE|J5
80333|B2-STIMULANTS|R3A
80330|ANTIVIRALS FOR SYSTEMIC USE|J5
80329|MUSCLE RELAXANTS, PERIPHERALLY ACTING|M3A
80329|ANALGESICS|N2
80329|ANTI-MIGRAINE PREPARATIONS|N2C
80324|FIBRINOLYTICS|B1D
80320|ANTIVIRALS FOR SYSTEMIC USE|J5
80312|Factor VIII|B2D1
80310|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
80309|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
80308|CARDIOVASCULAR SYSTEM|C
80291|ANTIHYPERTENSIVES|C2
80291|DIURETICS|C3
80291|ACE INHIBITORS, PLAIN|C9A
80284|PARASITOLOGY|P
80283|NOOTROPICS|N6D
80281|ANTIVIRALS FOR SYSTEMIC USE|J5
80280|ANTIVIRALS FOR SYSTEMIC USE|J5
80279|TRANQUILLISERS|N5C
80279|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
80277|DIRECT THROMBIN INHIBITORS|B1E
80276|ANALGESICS|N2
80274|DIRECT THROMBIN INHIBITORS|B1E
80272|ANTIVIRALS FOR SYSTEMIC USE|J5
80271|FIBRINOLYTICS|B1D
80270|CARDIOVASCULAR SYSTEM|C
80269|ANALGESICS|N2
80269|OPHTHALMOLOGICAL CORTICOSTEROIDS|S1B
80251|ANTIVIRALS FOR SYSTEMIC USE|J5
80238|DRUGS USED IN DIABETES|A10
80238|HUMAN INSULINS AND ANALOGUES|A10C
80238|Human insulins and analogues, intermediate-acting|A10C2
80237|DRUGS USED IN DIABETES|A10
80237|HUMAN INSULINS AND ANALOGUES|A10C
80237|Human insulins and analogues, intermediate-acting|A10C2
80233|WOUND HEALING AGENTS|D3
80233|SYSTEMIC ANTIBACTERIALS|J1
80214|Interferons, beta|L3B2
80212|Interferons, beta|L3B2
80208|SYSTEMIC ANTIBACTERIALS|J1
80208|ANTIVIRALS FOR SYSTEMIC USE|J5
80208|IMMUNOSTIMULATING AGENTS|L3
80207|SYSTEMIC ANTIBACTERIALS|J1
80207|OPHTHALMOLOGICAL ANTI-INFECTIVES|S1A
80206|ANTIVIRALS FOR SYSTEMIC USE|J5
80205|SYSTEMIC ANTIBACTERIALS|J1
80205|ANTIVIRALS FOR SYSTEMIC USE|J5
80205|IMMUNOSTIMULATING AGENTS|L3
80200|IMMUNOSUPPRESSIVE AGENTS|L4
80190|ANALGESICS|N2
80188|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
80186|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
80186|DRUGS USED IN DIABETES|A10
80180|ANTIVIRALS FOR SYSTEMIC USE|J5
80179|ANTIVIRALS FOR SYSTEMIC USE|J5
80172|IMMUNOSTIMULATING AGENTS|L3
80171|ANTIVIRALS FOR SYSTEMIC USE|J5
80171|IMMUNOSTIMULATING AGENTS|L3
80166|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
80166|DRUGS USED IN DIABETES|A10
80164|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
80164|DRUGS USED IN DIABETES|A10
80162|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
80162|DRUGS USED IN DIABETES|A10
80152|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
80151|ALKYLATING AGENTS|L1A
80150|BETA-BLOCKING AGENTS|C7
80150|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
80147|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
80146|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
80142|ANTI-ARRHYTHMICS|C1B
80141|OPHTHALMOLOGICALS|S1
80140|ANTIVIRALS FOR SYSTEMIC USE|J5
80137|SYSTEMIC ANTIBACTERIALS|J1
80136|PARASITOLOGY|P
80135|ANTIPSYCHOTICS|N5A
80133|RESPIRATORY SYSTEM|R
80133|LUNG SURFACTANTS|R7C
80129|INTERFERONS|L3B
80127|ANTIVIRALS FOR SYSTEMIC USE|J5
80126|FIBRINOLYTICS|B1D
80124|ANTIVIRALS FOR SYSTEMIC USE|J5
80122|GROWTH HORMONES|H4C
80120|ANTIVIRALS FOR SYSTEMIC USE|J5
80114|Interferons, beta|L3B2
80111|Interferons, beta|L3B2
80110|IMMUNOSTIMULATING AGENTS|L3
80109|Ocular antineovascularisation products|S1P
80108|DRUGS USED IN DIABETES|A10
80107|ANTIHYPERTENSIVES|C2
80106|ANTIVIRALS FOR SYSTEMIC USE|J5
80099|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
80096|IMMUNOSTIMULATING AGENTS|L3
80086|ANTIVIRALS FOR SYSTEMIC USE|J5
80085|ANTIVIRALS FOR SYSTEMIC USE|J5
80083|IMMUNOSTIMULATING AGENTS|L3
80082|OPHTHALMOLOGICALS|S1
80081|ANTIVIRALS FOR SYSTEMIC USE|J5
80074|CENTRAL NERVOUS SYSTEM|N
80063|SYSTEMIC ANTIBACTERIALS|J1
80063|ANTIVIRALS FOR SYSTEMIC USE|J5
80062|SYSTEMIC ANTIBACTERIALS|J1
80062|ANTIVIRALS FOR SYSTEMIC USE|J5
80061|ANTIVIRALS FOR SYSTEMIC USE|J5
80060|CENTRAL NERVOUS SYSTEM|N
80057|Interferons, beta|L3B2
80056|ANTIVIRALS FOR SYSTEMIC USE|J5
80055|ANTIVIRALS FOR SYSTEMIC USE|J5
80054|CARDIOVASCULAR SYSTEM|C
80054|RADIODIAGNOSTIC AGENTS|T1G
80053|ANTIVIRALS FOR SYSTEMIC USE|J5
80051|ANTIVIRALS FOR SYSTEMIC USE|J5
80049|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
80048|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
80047|FIBRINOLYTICS|B1D
80045|ANTIVIRALS FOR SYSTEMIC USE|J5
80044|Interferons, beta|L3B2
80040|ANTIHYPERTENSIVES|C2
80035|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
80035|SRNI antidepressants|N6A5
80033|PLATELET AGGREGATION INHIBITORS|B1C
80030|ANTIVIRALS FOR SYSTEMIC USE|J5
80030|IMMUNOSTIMULATING AGENTS|L3
80030|ANAESTHETICS, LOCAL|N1B
80029|SYSTEMIC ANTIHISTAMINES|R6
80027|ANTIVIRALS FOR SYSTEMIC USE|J5
80027|Protease inhibitors|J5C2
80026|Interferons, beta|L3B2
80023|OPHTHALMOLOGICALS|S1
80013|SYSTEMIC ANTIBACTERIALS|J1
80012|SYSTEMIC ANTIBACTERIALS|J1
80011|ANALGESICS|N2
80007|Factor VIII|B2D1
80006|Coxibs|M1A3
80006|ANALGESICS|N2
80005|PLATELET AGGREGATION INHIBITORS|B1C
80004|CALCIUM ANTAGONISTS|C8
80004|MUSCLE RELAXANTS|M3
80004|ANALGESICS|N2
80000|CARDIOVASCULAR SYSTEM|C
79999|PARASITOLOGY|P
79997|SYSTEMIC ANTIBACTERIALS|J1
79997|RESPIRATORY SYSTEM|R
79995|HUMAN INSULINS AND ANALOGUES|A10C
79995|Human insulins and analogues, long-acting|A10C5
79994|ANTI-ACNE PREPARATIONS|D10
79993|ANTIVIRALS FOR SYSTEMIC USE|J5
79992|ANTI-ACNE PREPARATIONS|D10
79987|FIBRINOLYTICS|B1D
79984|PROGESTOGENS, EXCLUDING G3A, G3F|G3D
79979|SYSTEMIC ANTIBACTERIALS|J1
79975|RESPIRATORY SYSTEM|R
79974|DRUGS USED IN DIABETES|A10
79974|HUMAN INSULINS AND ANALOGUES|A10C
79974|Human insulins and analogues, fast-acting|A10C1
79973|IMMUNOSUPPRESSIVE AGENTS|L4
79972|IMMUNOSUPPRESSIVE AGENTS|L4
79970|ANTIVIRALS FOR SYSTEMIC USE|J5
79969|SYSTEMIC ANTIBACTERIALS|J1
79969|OPHTHALMOLOGICAL CORTICOSTEROIDS|S1B
79965|DRUGS USED IN DIABETES|A10
79963|ANTIVIRALS FOR SYSTEMIC USE|J5
79962|ANTIVIRALS FOR SYSTEMIC USE|J5
79958|OPHTHALMOLOGICALS|S1
79944|SYSTEMIC ANTIBACTERIALS|J1
79943|IMMUNOSUPPRESSIVE AGENTS|L4
79941|Interferons, beta|L3B2
79928|DRUGS USED IN DIABETES|A10
79928|HUMAN INSULINS AND ANALOGUES|A10C
79928|Human insulins and analogues, intermediate-acting|A10C2
79927|Interferons, beta|L3B2
79923|ANTIVIRALS FOR SYSTEMIC USE|J5
79916|DRUGS USED IN DIABETES|A10
79916|HUMAN INSULINS AND ANALOGUES|A10C
79916|Human insulins and analogues, intermediate-acting|A10C2
79912|ANALGESICS|N2
79911|FIBRINOLYTICS|B1D
79910|Interferons, beta|L3B2
79909|GLUCAGON|H4B
79908|GLUCAGON|H4B
79905|HUMAN INSULINS AND ANALOGUES|A10C
79905|Human insulins and analogues, intermediate-acting|A10C2
79903|HUMAN INSULINS AND ANALOGUES|A10C
79903|Human insulins and analogues, intermediate-acting|A10C2
79901|SYSTEMIC ANTIBACTERIALS|J1
79900|SYSTEMIC ANTIBACTERIALS|J1
79898|TRANQUILLISERS|N5C
79892|PARASITOLOGY|P
79891|PARASITOLOGY|P
79889|GROWTH HORMONES|H4C
79886|ANALGESICS|N2
79885|WOUND HEALING AGENTS|D3
79884|ANTIVIRALS FOR SYSTEMIC USE|J5
79883|ANTIVIRALS FOR SYSTEMIC USE|J5
79882|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
79880|DRUGS USED IN DIABETES|A10
79878|DRUGS USED IN DIABETES|A10
79878|HUMAN INSULINS AND ANALOGUES|A10C
79878|Human insulins and analogues, fast-acting|A10C1
79877|Factor VIII|B2D1
79876|DRUGS USED IN DIABETES|A10
79876|HUMAN INSULINS AND ANALOGUES|A10C
79876|Human insulins and analogues, fast-acting|A10C1
79872|DRUGS USED IN DIABETES|A10
79872|HUMAN INSULINS AND ANALOGUES|A10C
79872|Human insulins and analogues, intermediate-acting|A10C2
79867|ANTIVIRALS FOR SYSTEMIC USE|J5
79866|GROWTH HORMONES|H4C
79864|ANTIVIRALS FOR SYSTEMIC USE|J5
79863|Interferons, beta|L3B2
79862|Interferons, beta|L3B2
79853|DRUGS USED IN DIABETES|A10
79850|ANTI-EPILEPTICS|N3
79850|TRANQUILLISERS|N5C
79848|HYPNOTICS/SEDATIVES|N5B
79839|ANTIVIRALS FOR SYSTEMIC USE|J5
79835|MRI AGENTS|T1E
79832|GROWTH HORMONES|H4C
79825|WOUND HEALING AGENTS|D3
79824|SYSTEMIC ANTIHISTAMINES|R6
79822|ANTIVIRALS FOR SYSTEMIC USE|J5
79818|ANTIVIRALS FOR SYSTEMIC USE|J5
79817|ANTIVIRALS FOR SYSTEMIC USE|J5
79811|ANTIVIRALS FOR SYSTEMIC USE|J5
79810|ANTIVIRALS FOR SYSTEMIC USE|J5
79806|DRUGS USED IN DIABETES|A10
79802|ANTIVIRALS FOR SYSTEMIC USE|J5
79801|ANTIVIRALS FOR SYSTEMIC USE|J5
79793|GROWTH HORMONES|H4C
79792|NOOTROPICS|N6D
79792|DIAGNOSTIC AGENTS|T
79791|NOOTROPICS|N6D
79791|DIAGNOSTIC AGENTS|T
79790|WOUND HEALING AGENTS|D3
79782|Interferons, beta|L3B2
79781|IMMUNOSUPPRESSIVE AGENTS|L4
79778|NOOTROPICS|N6D
79777|Interferons, beta|L3B2
79772|ANTIPSYCHOTICS|N5A
79771|ANTIVIRALS FOR SYSTEMIC USE|J5
79768|Interferons, beta|L3B2
79767|CARDIAC THERAPY|C1
79767|POSITIVE INOTROPIC AGENTS|C1F
79766|CARDIAC THERAPY|C1
79766|POSITIVE INOTROPIC AGENTS|C1F
79765|SYSTEMIC ANTIBACTERIALS|J1
79757|SYSTEMIC ANTIBACTERIALS|J1
79757|ANTIVIRALS FOR SYSTEMIC USE|J5
79756|SYSTEMIC ANTIBACTERIALS|J1
79756|ANTIVIRALS FOR SYSTEMIC USE|J5
79755|DRUGS USED IN DIABETES|A10
79755|HUMAN INSULINS AND ANALOGUES|A10C
79755|Human insulins and analogues, intermediate-acting|A10C2
79751|ANTIPSYCHOTICS|N5A
79750|ANTI-EPILEPTICS|N3A
79750|Ocular antineovascularisation products|S1P
79746|ANTIVIRALS FOR SYSTEMIC USE|J5
79743|ANTIVIRALS FOR SYSTEMIC USE|J5
79742|ANTIHYPERTENSIVES|C2
79741|ANALGESICS|N2
79741|OPHTHALMOLOGICALS|S1
79740|ANALGESICS|N2
79740|OPHTHALMOLOGICALS|S1
79739|ANTIVIRALS FOR SYSTEMIC USE|J5
79736|GROWTH HORMONES|H4C
79735|Interferons, beta|L3B2
79734|Interferons, beta|L3B2
79733|OPHTHALMOLOGICALS|S1
79729|ANALGESICS|N2
79728|ANTIVIRALS FOR SYSTEMIC USE|J5
79727|CENTRAL NERVOUS SYSTEM|N
79722|HUMAN INSULINS AND ANALOGUES|A10C
79722|Human insulins and analogues, long-acting|A10C5
79720|GROWTH HORMONES|H4C
79715|Coxibs|M1A3
79712|Protease inhibitors|J5C2
79711|ANTIVIRALS FOR SYSTEMIC USE|J5
79709|SYSTEMIC ANTIBACTERIALS|J1
79690|ANTIVIRALS FOR SYSTEMIC USE|J5
79688|ANTIVIRALS FOR SYSTEMIC USE|J5
79687|NOOTROPICS|N6D
79683|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
79681|PROGESTOGENS, EXCLUDING G3A, G3F|G3D
79678|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
79675|ANALGESICS|N2
79674|ANTIHYPERTENSIVES|C2
79670|ANALGESICS|N2
79667|CARDIOVASCULAR SYSTEM|C
79666|ANTIPSYCHOTICS|N5A
79665|CARDIOVASCULAR SYSTEM|C
79664|CARDIOVASCULAR SYSTEM|C
79659|WOUND HEALING AGENTS|D3
79656|ANTIVIRALS FOR SYSTEMIC USE|J5
79654|DRUGS USED IN DIABETES|A10
79653|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
79649|NOOTROPICS|N6D
79648|ANTIVIRALS FOR SYSTEMIC USE|J5
79646|ANTIVIRALS FOR SYSTEMIC USE|J5
79644|IMMUNOSUPPRESSIVE AGENTS|L4
79638|ANTIVIRALS FOR SYSTEMIC USE|J5
79637|ANALGESICS|N2
79635|OPHTHALMOLOGICALS|S1
79634|ANALGESICS|N2
79626|BETA-BLOCKING AGENTS|C7
79621|TRANQUILLISERS|N5C
79618|IMMUNOSTIMULATING AGENTS|L3
79617|IMMUNOSUPPRESSIVE AGENTS|L4
79615|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
79615|IMMUNOSUPPRESSIVE AGENTS|L4
79612|IMMUNOSUPPRESSIVE AGENTS|L4
79609|ANTIVIRALS FOR SYSTEMIC USE|J5
79607|ANTIVIRALS FOR SYSTEMIC USE|J5
79603|DRUGS USED IN DIABETES|A10
79603|ANALGESICS|N2
79594|DRUGS USED IN DIABETES|A10
79589|DRUGS USED IN DIABETES|A10
79585|FIBRINOLYTICS|B1D
79584|PARASITOLOGY|P
79584|ANTI-MALARIALS|P1D
79578|ANALGESICS|N2
79575|TRANQUILLISERS|N5C
79559|Interferons, beta|L3B2
79558|ANTIVIRALS FOR SYSTEMIC USE|J5
79557|Interferons, beta|L3B2
79556|Interferons, beta|L3B2
79555|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
79553|PLATELET AGGREGATION INHIBITORS|B1C
79553|Fibrinogen|B2D5
79551|ANTIVIRALS FOR SYSTEMIC USE|J5
79551|INTERFERONS|L3B
79551|Interferons, alpha|L3B1
79547|WOUND HEALING AGENTS|D3
79546|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
79546|DRUGS USED IN DIABETES|A10
79543|CENTRAL NERVOUS SYSTEM|N
79543|NOOTROPICS|N6D
79537|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
79536|RESPIRATORY SYSTEM|R
79535|ANALGESICS|N2
79535|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
79534|ANALGESICS|N2
79534|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
79533|DRUGS USED IN DIABETES|A10
79528|Ocular antineovascularisation products|S1P
79519|SYSTEMIC ANTIBACTERIALS|J1
79505|ANTIVIRALS FOR SYSTEMIC USE|J5
79503|CARDIOVASCULAR SYSTEM|C
79503|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
79503|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
79503|Statins (HMG-CoA reductase inhibitors)|C10A1
79501|ANTIHYPERTENSIVES|C2
79501|CALCIUM ANTAGONISTS|C8
79501|Statins (HMG-CoA reductase inhibitors)|C10A1
79498|CARDIOVASCULAR SYSTEM|C
79498|ANTIHYPERTENSIVES|C2
79498|CALCIUM ANTAGONISTS|C8
79498|ACE INHIBITORS, PLAIN|C9A
79498|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
79498|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
79498|Statins (HMG-CoA reductase inhibitors)|C10A1
79497|CARDIOVASCULAR SYSTEM|C
79497|ANTIHYPERTENSIVES|C2
79497|CALCIUM ANTAGONISTS|C8
79497|ACE INHIBITORS, PLAIN|C9A
79497|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
79497|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
79497|Statins (HMG-CoA reductase inhibitors)|C10A1
79493|IMMUNOSUPPRESSIVE AGENTS|L4
79489|DRUGS USED IN DIABETES|A10
79489|HUMAN INSULINS AND ANALOGUES|A10C
79489|Human insulins and analogues, intermediate-acting|A10C2
79488|DRUGS USED IN DIABETES|A10
79488|HUMAN INSULINS AND ANALOGUES|A10C
79488|Human insulins and analogues, intermediate-acting|A10C2
79487|GROWTH HORMONES|H4C
79485|ANTIVIRALS FOR SYSTEMIC USE|J5
79485|OPHTHALMOLOGICALS|S1
79482|OPHTHALMOLOGICALS|S1
79480|GROWTH HORMONES|H4C
79479|GROWTH HORMONES|H4C
79473|SYSTEMIC ANTIBACTERIALS|J1
79472|ANALGESICS|N2
79469|ANTIVIRALS FOR SYSTEMIC USE|J5
79467|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
79464|ANTIVIRALS FOR SYSTEMIC USE|J5
79462|SYSTEMIC ANTIBACTERIALS|J1
79461|SYSTEMIC ANTIBACTERIALS|J1
79460|ANTI-ACNE PREPARATIONS|D10
